variant_id,product_id,size,color,stock
276,107,L,White,144
277,108,XL,Green,149
278,108,L,White,109
279,109,S,Blue,149
280,109,XL,Blue,41
281,109,XL,Blue,39
282,110,XL,Red,107
283,111,L,Blue,195
284,112,L,Green,43
285,112,M,White,1
286,112,M,Black,127
287,113,L,Black,73
288,113,L,White,190
289,113,XL,White,95
290,113,L,White,174
291,114,S,White,73
292,114,L,Yellow,99
293,114,XL,Yellow,143
294,114,S,Red,157
295,115,M,White,54
296,116,XL,Black,148
297,116,L,Green,107
298,116,L,Red,182
299,117,L,Green,0
300,117,M,Red,80
301,118,XL,White,9
302,118,XL,Green,89
303,119,S,White,188
304,119,S,Blue,174
305,119,S,Yellow,31
306,120,L,Red,185
307,120,M,White,96
308,120,L,Green,194
309,121,L,White,198
310,122,S,White,143
311,122,M,Green,86
312,122,XL,Black,61
313,122,XL,Green,148
314,123,L,Green,152
315,124,XL,Yellow,170
316,125,L,Yellow,117
317,125,M,Red,178
318,126,XL,Black,145
319,126,M,Red,144
320,126,XL,Green,86
321,127,L,Blue,47
322,127,S,Yellow,184
323,128,XL,Black,163
324,129,L,Black,2
325,129,L,White,181
326,129,XL,Black,48
327,130,XL,Red,136
328,130,S,White,174
329,130,S,Black,125
330,131,XL,Red,193
331,132,XL,Black,177
332,133,M,Yellow,82
333,133,L,Yellow,17
334,133,L,Blue,5
335,134,XL,Black,54
336,134,XL,Black,118
337,134,XL,Blue,127
338,135,M,Black,41
339,135,L,Blue,130
340,135,S,Black,166
341,136,XL,Red,169
342,136,XL,Yellow,69
343,136,XL,Blue,172
344,137,M,Red,41
345,137,XL,Blue,195
346,138,M,Black,32
347,139,L,Yellow,159
348,139,L,Red,181
349,140,L,White,106
350,141,S,Blue,72
351,141,M,Blue,41
352,141,M,White,177
353,142,M,Yellow,124
354,142,M,Yellow,108
355,143,XL,Red,198
356,144,L,White,152
357,145,XL,Red,152
358,146,S,Green,146
359,146,S,Blue,102
360,146,S,Green,186
361,146,M,Blue,180
362,147,L,Yellow,71
363,147,XL,Red,57
364,147,S,White,12
365,147,S,Red,113
366,148,S,Yellow,63
367,148,S,Black,27
368,148,M,Blue,116
369,149,M,Red,6
370,149,M,Yellow,174
371,149,L,Green,86
372,149,S,Green,160
373,150,S,Green,134
374,150,M,Black,103
375,150,L,Blue,69
376,151,M,Black,138
377,151,L,White,86
378,152,L,Green,6
379,152,M,Black,61
380,152,M,Green,34
381,152,M,Yellow,140
382,153,S,Black,37
383,153,XL,Black,178
384,153,M,White,117
385,154,M,Green,193
386,154,M,Green,111
387,154,L,Red,2
388,155,XL,Blue,118
389,155,S,Blue,152
390,155,S,Red,193
391,156,M,Yellow,118
392,156,M,Yellow,176
393,157,XL,Black,186
394,157,L,Green,13
395,157,XL,Black,90
396,158,S,White,41
397,159,M,White,159
398,159,XL,Red,158
399,159,XL,Blue,52
400,160,M,White,62
401,160,S,Green,83
402,160,L,Yellow,162
403,161,M,Red,78
404,161,S,Green,172
405,161,XL,White,80
406,162,M,Red,22
407,162,S,Green,188
408,163,L,Black,65
409,164,L,Yellow,177
410,164,S,White,196
411,164,S,Green,20
412,165,S,Blue,192
413,165,L,White,125
414,165,XL,White,126
415,165,S,Black,26
416,166,M,Green,23
417,166,M,Black,133
418,166,S,Yellow,154
419,166,XL,Blue,157
420,167,S,Green,138
421,168,XL,Blue,147
422,169,M,Red,31
423,169,M,Green,66
424,170,M,Yellow,41
425,170,M,Yellow,167
426,170,M,Black,4
427,170,XL,Red,9
428,171,L,White,122
429,171,S,Yellow,99
430,172,L,Yellow,68
431,172,M,Blue,54
432,173,S,White,21
433,173,M,White,23
434,174,XL,Blue,51
435,174,M,Green,95
436,175,XL,Green,79
437,175,S,Black,68
438,175,M,Yellow,124
439,175,XL,Black,51
440,176,L,White,75
441,177,S,Green,104
442,178,S,Red,26
443,178,S,Red,47
444,178,S,Green,196
445,179,M,White,62
446,179,L,Blue,32
447,179,M,Blue,176
448,180,M,Black,67
449,180,XL,Green,108
450,181,S,Green,85
451,181,XL,Red,23
452,181,S,Blue,134
453,182,XL,Black,58
454,183,S,Yellow,1
455,183,M,Green,122
456,183,S,Yellow,86
457,183,M,Blue,50
458,184,L,Black,78
459,184,S,Black,138
460,185,S,Blue,192
461,186,XL,White,170
462,186,XL,Green,85
463,186,S,Blue,46
464,187,M,White,120
465,188,M,Black,101
466,189,M,Blue,24
467,189,S,Red,53
468,189,M,Black,84
469,190,XL,Blue,108
470,190,XL,Yellow,107
471,190,L,Yellow,116
472,190,L,Green,178
473,191,M,Black,46
474,192,XL,Blue,45
475,192,XL,Black,196
476,193,M,Red,190
477,193,S,White,156
478,193,L,Red,140
479,194,M,White,182
480,194,S,Blue,133
481,194,XL,Black,80
482,194,M,Red,104
483,195,XL,Blue,41
484,195,L,Green,142
485,195,XL,Red,135
486,195,L,Blue,146
487,196,XL,Black,7
488,197,M,Green,40
489,197,XL,Green,82
490,198,XL,Green,61
491,198,S,Red,0
492,198,M,Green,167
493,198,XL,Red,143
494,199,M,Green,192
495,200,L,Blue,73
496,200,S,Yellow,39
497,200,L,Yellow,6
498,201,L,Blue,40
499,201,M,Yellow,105
500,202,L,Yellow,164
501,202,L,Blue,32
502,203,S,Yellow,197
503,203,M,White,25
504,203,XL,White,38
505,203,XL,Black,185
506,204,L,White,37
507,204,M,Blue,127
508,204,S,Red,34
509,205,L,Black,129
510,206,M,Yellow,144
511,207,L,Red,64
512,208,L,Blue,125
513,208,L,Blue,30
514,208,S,Blue,110
515,209,L,Black,146
516,210,M,Blue,173
517,210,S,White,158
518,211,M,Blue,58
519,211,M,Green,40
520,211,L,Black,115
521,212,M,Black,167
522,212,M,Black,170
523,212,L,Blue,66
524,213,S,Yellow,161
525,213,XL,Green,62
526,213,S,Blue,126
527,214,XL,Yellow,53
528,214,XL,Green,9
529,215,S,Red,48
530,215,M,Black,95
531,215,S,Black,173
532,215,M,Blue,32
533,216,XL,Green,44
534,217,M,White,119
535,217,M,White,44
536,218,M,Green,64
537,219,S,Black,82
538,220,S,Blue,47
539,221,S,Black,17
540,221,L,White,155
541,222,L,Red,157
542,222,S,Green,138
543,222,S,Blue,92
544,223,S,Yellow,97
545,223,XL,Black,40
546,224,S,Blue,74
547,224,XL,Red,179
548,224,L,Blue,29
549,225,S,Green,5
550,225,M,Yellow,57
551,225,S,Red,80
552,225,M,Red,170
553,226,S,Black,103
554,226,XL,Red,61
555,227,S,Yellow,110
556,227,M,Black,85
557,227,XL,Red,10
558,228,L,Black,57
559,228,XL,White,122
560,228,L,Black,180
561,228,L,Yellow,62
562,229,XL,Blue,159
563,230,XL,Black,105
564,230,XL,Blue,70
565,230,XL,Red,78
566,231,L,Red,194
567,231,L,White,84
568,231,XL,Green,6
569,232,XL,Green,159
570,233,L,Black,71
571,233,S,White,8
572,233,S,White,148
573,233,L,Yellow,189
574,234,M,Green,85
575,235,S,Green,58
576,235,M,Green,108
577,236,XL,Black,24
578,236,M,White,96
579,237,L,Yellow,102
580,238,XL,Yellow,83
581,238,S,Blue,140
582,238,L,Green,47
583,239,S,White,148
584,240,L,Red,27
585,241,S,Blue,109
586,241,XL,Black,118
587,241,S,Blue,92
588,242,S,Yellow,47
589,242,L,White,171
590,242,S,Blue,118
591,243,S,Blue,144
592,244,XL,Blue,196
593,244,XL,White,146
594,244,M,Green,160
595,244,L,Red,21
596,245,XL,Yellow,92
597,245,L,Blue,43
598,245,M,Blue,4
599,246,L,Black,39
600,247,L,Blue,163
601,247,XL,Black,148
602,248,XL,White,166
603,248,XL,Red,152
604,249,S,Black,159
605,249,M,Black,52
606,249,S,Red,152
607,250,L,Yellow,142
608,251,XL,Yellow,27
609,251,M,Green,158
610,251,M,Yellow,90
611,251,S,Yellow,154
612,252,L,Red,119
613,252,S,Yellow,189
614,252,M,Blue,152
615,252,M,Blue,71
616,253,S,White,163
617,253,S,Yellow,69
618,253,M,Blue,158
619,253,S,Yellow,190
620,254,XL,Blue,161
621,254,L,Blue,22
622,255,S,Yellow,47
623,255,M,Yellow,89
624,255,XL,White,67
625,255,S,White,70
626,256,XL,Blue,69
627,257,M,Black,121
628,257,XL,Black,14
629,258,S,Black,130
630,259,L,Red,165
631,259,L,Black,28
632,260,S,White,114
633,260,XL,Green,195
634,261,M,Green,166
635,261,L,Green,184
636,261,M,Black,31
637,261,XL,Red,121
638,262,L,Green,58
639,263,S,Yellow,74
640,263,L,Yellow,68
641,263,L,White,189
642,264,L,Black,181
643,264,S,Red,3
644,265,S,Green,166
645,265,L,Black,70
646,265,XL,Blue,83
647,265,XL,Blue,153
648,266,XL,Red,63
649,266,XL,Black,88
650,266,M,Black,119
651,267,XL,White,9
652,267,S,Green,21
653,267,XL,White,179
654,267,L,Blue,139
655,268,XL,Blue,60
656,268,XL,Yellow,118
657,269,L,Yellow,65
658,269,S,Blue,118
659,270,S,Blue,143
660,270,XL,Black,87
661,270,S,White,115
662,271,L,Green,81
663,271,XL,Red,111
664,271,S,Green,46
665,272,M,Blue,90
666,272,S,Yellow,132
667,273,S,Black,192
668,273,L,Yellow,121
669,273,L,White,91
670,274,S,Blue,19
671,274,XL,Blue,181
672,274,S,Green,35
673,275,M,Green,5
674,275,M,Black,42
675,275,XL,White,25
676,275,XL,Blue,87
677,276,L,Red,111
678,276,XL,Blue,71
679,276,S,Green,62
680,276,XL,White,192
681,277,M,Blue,47
682,277,S,Red,120
683,278,L,Green,72
684,278,XL,White,47
685,279,XL,Blue,112
686,279,XL,White,154
687,280,XL,Green,44
688,280,M,Red,88
689,280,L,Green,98
690,280,L,Green,69
691,281,S,White,90
692,282,XL,White,91
693,282,XL,Black,139
694,282,M,Green,53
695,282,L,White,158
696,283,L,White,128
697,283,S,Yellow,163
698,283,L,Green,64
699,284,L,Green,28
700,285,S,Red,182
701,285,M,Yellow,79
702,285,L,White,41
703,285,L,White,181
704,286,S,Yellow,82
705,287,S,White,47
706,287,XL,Red,182
707,287,L,Green,132
708,287,S,Red,174
709,288,L,Red,126
710,288,L,White,28
711,288,M,Blue,106
712,288,XL,Yellow,103
713,289,M,Black,51
714,290,XL,Yellow,147
715,290,XL,Black,25
716,291,L,Green,170
717,291,M,Red,49
718,291,XL,Yellow,143
719,291,S,Red,120
720,292,XL,Yellow,180
721,292,L,Yellow,176
722,292,XL,Red,155
723,293,XL,Black,87
724,293,S,Blue,169
725,294,S,Blue,180
726,294,XL,Black,13
727,294,L,Yellow,22
728,294,L,Blue,163
729,295,M,Green,20
730,295,S,Yellow,178
731,296,S,White,48
732,296,XL,White,29
733,297,XL,Green,92
734,297,M,Black,100
735,297,XL,Green,106
736,298,S,Yellow,176
737,298,L,Yellow,96
738,299,M,White,34
739,300,L,Red,32
740,300,L,Red,50
741,301,S,Black,114
742,301,XL,Blue,77
743,301,M,White,96
744,302,M,Black,56
745,302,S,Red,116
746,303,M,Black,67
747,303,S,Green,85
748,303,L,Blue,181
749,303,S,Blue,30
750,304,S,Yellow,61
751,304,XL,Blue,145
752,304,XL,White,149
753,305,L,Blue,98
754,305,XL,Black,18
755,305,XL,Red,116
756,306,S,Blue,89
757,306,L,Red,156
758,307,S,Green,27
759,307,S,Red,176
760,307,S,Black,176
761,308,L,Black,147
762,308,XL,Blue,100
763,308,L,Black,188
764,309,XL,Blue,94
765,309,L,Black,65
766,309,XL,Red,56
767,309,XL,Yellow,198
768,310,M,Yellow,62
769,310,XL,Red,32
770,310,M,Yellow,37
771,311,L,Black,134
772,311,XL,Black,176
773,311,S,White,152
774,311,L,Blue,9
775,312,M,Blue,136
776,313,M,Black,18
777,314,M,White,80
778,314,S,Red,28
779,314,XL,Blue,39
780,314,S,Black,1
781,315,L,Red,63
782,315,M,Red,51
783,315,S,Yellow,52
784,315,S,Red,82
785,316,XL,Blue,46
786,316,XL,Black,177
787,316,M,Black,155
788,317,L,Red,192
789,317,XL,Green,193
790,318,L,Green,27
791,318,XL,Black,7
792,318,L,Black,95
793,319,XL,Blue,150
794,319,M,Yellow,109
795,320,M,Blue,66
796,320,L,Red,115
797,320,XL,Blue,80
798,320,XL,Yellow,110
799,321,S,Red,42
800,321,L,Black,176
801,321,L,Red,50
802,321,S,Blue,145
803,322,L,Black,14
804,322,M,Black,189
805,323,S,Green,60
806,323,M,Blue,36
807,324,L,Red,38
808,324,XL,Black,1
809,324,L,Yellow,175
810,325,XL,Blue,50
811,325,L,Red,74
812,325,S,Blue,54
813,326,M,Red,78
814,326,M,Red,189
815,326,XL,Blue,133
816,326,M,Red,70
817,327,S,Black,53
818,328,XL,Red,181
819,328,M,Blue,139
820,328,L,Yellow,199
821,328,L,Black,77
822,329,M,Green,156
823,329,L,Green,187
824,330,XL,Black,171
825,330,L,Green,127
826,330,S,Yellow,33
827,331,L,Yellow,48
828,331,L,Yellow,200
829,332,S,Green,95
830,333,M,Blue,89
831,334,L,Green,185
832,334,L,Yellow,40
833,334,L,White,35
834,334,XL,White,101
835,335,L,Blue,46
836,335,M,Blue,75
837,335,L,Green,39
838,335,L,White,70
839,336,S,Blue,170
840,337,L,White,31
841,338,L,Red,171
842,339,XL,White,34
843,339,XL,Blue,1
844,339,XL,White,0
845,339,XL,Black,55
846,340,L,White,8
847,340,M,Green,42
848,340,S,White,67
849,341,XL,Yellow,5
850,341,L,Red,84
851,341,XL,Red,83
852,341,S,Red,43
853,342,XL,Black,18
854,342,L,Red,158
855,342,XL,White,59
856,342,S,Blue,65
857,343,L,Green,184
858,343,M,Black,21
859,343,M,Black,175
860,343,L,Green,184
861,344,L,Blue,47
862,345,L,Red,139
863,346,L,Black,195
864,346,L,Black,162
865,347,XL,Black,90
866,348,L,Blue,11
867,349,M,Black,29
868,349,S,Green,24
869,349,M,White,158
870,350,M,Yellow,144
871,350,S,Yellow,74
872,350,S,Green,20
873,350,L,Blue,135
874,351,L,White,160
875,351,L,Red,45
876,351,M,Blue,43
877,351,S,Yellow,76
878,352,M,Red,200
879,353,M,Green,114
880,354,XL,Black,121
881,354,L,Black,134
882,354,S,Green,60
883,354,XL,Green,185
884,355,L,Red,91
885,356,S,Yellow,21
886,356,S,White,163
887,356,S,Black,41
888,357,XL,Red,118
889,357,XL,Yellow,128
890,357,L,Yellow,160
891,358,M,Black,165
892,358,XL,Black,66
893,359,XL,Blue,42
894,360,S,Blue,8
895,360,L,Blue,127
896,361,XL,Yellow,147
897,361,XL,Yellow,51
898,361,XL,White,163
899,361,S,Red,163
900,362,M,White,53
901,362,XL,Red,104
902,363,S,Green,41
903,363,S,White,132
904,364,M,White,46
905,364,XL,Red,172
906,364,S,Red,160
907,365,L,Yellow,68
908,365,XL,White,47
909,365,XL,Black,140
910,365,M,White,147
911,366,XL,Blue,176
912,366,XL,Blue,126
913,367,XL,Red,136
914,368,M,Black,10
915,369,S,Green,42
916,369,S,Red,196
917,369,L,Black,73
918,370,S,Green,103
919,370,S,Green,58
920,370,M,Black,112
921,371,S,Red,105
922,371,M,Yellow,138
923,372,L,Green,193
924,372,XL,Red,157
925,373,M,Black,79
926,373,XL,Black,103
927,373,L,Green,178
928,373,S,Blue,187
929,374,XL,Black,116
930,374,M,Yellow,31
931,375,L,Green,159
932,375,M,Blue,69
933,376,S,Black,101
934,377,XL,Red,143
935,377,S,Green,104
936,378,S,Blue,187
937,378,S,Green,114
938,379,S,White,172
939,379,XL,White,97
940,380,XL,Yellow,152
941,380,S,Black,185
942,381,M,Blue,184
943,381,M,Yellow,34
944,381,XL,Yellow,61
945,382,S,Blue,55
946,382,M,White,185
947,382,XL,Green,191
948,382,L,Green,77
949,383,XL,Red,12
950,384,L,Green,65
951,384,M,White,10
952,384,L,Yellow,71
953,384,S,White,198
954,385,M,Green,192
955,386,XL,Red,58
956,387,S,White,38
957,387,L,Blue,103
958,387,S,Green,86
959,387,XL,Green,135
960,388,L,Black,179
961,388,M,Red,184
962,388,L,Green,174
963,389,XL,Red,197
964,389,XL,Red,23
965,389,XL,Red,115
966,390,XL,Black,99
967,390,XL,White,55
968,391,S,Blue,35
969,392,XL,Blue,55
970,392,XL,Blue,188
971,392,L,White,24
972,392,S,Black,25
973,393,S,Red,16
974,393,S,White,98
975,394,XL,Red,96
976,394,S,Red,13
977,395,XL,White,85
978,395,L,Green,87
979,395,S,Red,118
980,395,M,Black,38
981,396,L,White,34
982,396,M,White,119
983,397,L,White,84
984,397,L,Blue,117
985,398,M,Green,50
986,398,XL,Blue,2
987,398,L,Yellow,29
988,398,S,Blue,146
989,399,S,Blue,74
990,399,S,White,145
991,399,M,Red,89
992,400,XL,Blue,181
993,400,XL,Yellow,37
994,400,M,Green,117
995,400,M,Green,14
996,401,S,Black,13
997,401,L,Black,109
998,402,XL,Red,192
999,402,L,Blue,45
1000,402,S,Black,107
1001,403,L,Green,74
1002,404,L,Green,11
1003,405,S,Yellow,35
1004,405,XL,White,88
1005,406,M,White,77
1006,407,S,Black,81
1007,407,S,Yellow,106
1008,407,S,Green,184
1009,407,L,Black,39
1010,408,M,White,64
1011,408,XL,Blue,47
1012,408,S,Red,114
1013,408,L,Blue,76
1014,409,S,White,1
1015,409,M,Blue,97
1016,409,S,Blue,134
1017,410,XL,Yellow,185
1018,410,L,Yellow,50
1019,410,XL,Green,165
1020,410,XL,Blue,99
1021,411,M,Red,187
1022,411,M,Blue,123
1023,411,L,Black,127
1024,411,S,Black,200
1025,412,M,Yellow,110
1026,412,S,Green,22
1027,412,S,Black,100
1028,412,S,Green,65
1029,413,S,Yellow,107
1030,413,M,Red,51
1031,413,L,Red,95
1032,414,XL,Black,124
1033,414,M,Red,142
1034,414,M,Black,77
1035,414,S,Blue,92
1036,415,M,Black,103
1037,415,M,Yellow,118
1038,415,XL,Yellow,75
1039,415,M,Red,2
1040,416,S,Yellow,94
1041,416,M,Yellow,68
1042,417,XL,White,119
1043,418,S,Yellow,75
1044,418,S,Yellow,77
1045,418,M,Red,13
1046,418,M,Yellow,114
1047,419,L,White,76
1048,419,XL,Red,127
1049,419,L,Green,185
1050,420,S,Blue,143
1051,420,L,Yellow,114
1052,420,L,White,170
1053,420,L,Red,87
1054,421,L,White,184
1055,421,XL,Yellow,92
1056,421,M,Green,44
1057,421,M,Green,100
1058,422,L,Black,159
1059,423,M,Yellow,172
1060,423,M,Red,57
1061,424,S,Black,33
1062,425,L,White,95
1063,425,L,Red,70
1064,426,XL,Green,25
1065,426,M,Black,14
1066,426,M,Green,51
1067,426,S,Yellow,26
1068,427,S,Green,174
1069,427,L,Yellow,185
1070,427,M,Red,147
1071,428,XL,Red,87
1072,428,L,Yellow,170
1073,428,L,Yellow,161
1074,428,XL,White,31
1075,429,L,Black,129
1076,429,S,Black,169
1077,429,L,Blue,51
1078,429,S,Green,174
1079,430,M,Green,39
1080,431,L,Yellow,135
1081,431,L,White,123
1082,431,M,Red,141
1083,432,M,Green,61
1084,433,L,White,178
1085,433,S,Yellow,7
1086,433,L,Red,194
1087,433,L,Blue,10
1088,434,M,Blue,74
1089,434,L,White,146
1090,435,XL,Yellow,5
1091,436,M,Green,32
1092,436,M,White,115
1093,437,M,Yellow,92
1094,438,M,Black,59
1095,438,XL,Green,162
1096,439,M,Green,110
1097,440,XL,Blue,135
1098,440,L,White,170
1099,440,L,Blue,114
1100,440,S,White,65
1101,441,L,Green,144
1102,442,L,White,18
1103,442,L,Red,150
1104,442,M,Blue,133
1105,442,S,White,151
1106,443,L,Red,17
1107,444,M,White,13
1108,444,L,Blue,129
1109,444,XL,Black,40
1110,444,M,Red,192
1111,445,L,Blue,24
1112,445,L,Blue,48
1113,446,S,Yellow,8
1114,446,L,Blue,44
1115,447,M,Red,2
1116,448,S,Green,87
1117,448,M,Blue,85
1118,448,S,Black,87
1119,448,L,Yellow,164
1120,449,L,Blue,26
1121,450,M,Yellow,162
1122,450,XL,Green,158
1123,450,L,Green,77
1124,450,L,Black,56
1125,451,XL,White,19
1126,451,XL,Black,56
1127,451,S,Black,55
1128,452,L,White,157
1129,453,XL,Black,124
1130,453,XL,Black,31
1131,453,S,Red,116
1132,453,M,Black,169
1133,454,L,Yellow,169
1134,455,XL,Green,57
1135,455,L,White,200
1136,456,XL,Yellow,29
1137,456,L,White,10
1138,456,XL,Green,168
1139,456,L,Black,104
1140,457,M,Yellow,19
1141,457,S,Yellow,75
1142,458,L,Green,195
1143,458,L,Red,37
1144,459,M,Black,151
1145,459,L,Blue,177
1146,459,L,Yellow,75
1147,460,L,White,23
1148,460,S,Black,184
1149,461,XL,Yellow,50
1150,461,M,Blue,118
1151,461,S,Black,103
1152,461,S,Black,157
1153,462,S,Blue,103
1154,462,XL,Black,61
1155,463,S,Red,59
1156,463,XL,Blue,78
1157,463,M,Red,36
1158,464,S,White,17
1159,464,S,Blue,175
1160,464,XL,Red,113
1161,464,XL,Red,177
1162,465,L,Black,54
1163,466,M,Blue,16
1164,466,L,Yellow,100
1165,466,L,Yellow,32
1166,466,M,White,131
1167,467,L,Black,183
1168,467,L,Blue,5
1169,468,L,Black,107
1170,468,S,White,130
1171,469,M,Yellow,187
1172,469,S,Yellow,29
1173,470,L,Yellow,51
1174,470,XL,White,188
1175,470,S,White,23
1176,470,S,Red,43
1177,471,L,Black,33
1178,471,L,Red,164
1179,471,S,Black,59
1180,472,L,Green,163
1181,472,XL,Green,139
1182,472,XL,White,112
1183,472,L,Blue,23
1184,473,S,Black,156
1185,474,S,Black,197
1186,475,L,Blue,58
1187,475,S,Green,61
1188,475,L,Green,175
1189,475,M,Blue,31
